date,mean_value,n_cells,file,var,site,site_lat,site_lon,type
2025-09-21,3.8960956934079602,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-22,14.190842661691542,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-22,-0.0035321439676616914,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-23,15.425052472014926,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-23,2.950642296330846,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-24,14.358286691542288,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-24,2.584902635261194,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-25,16.989981731965173,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-25,8.207711442786069,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-26,16.99012262904229,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-26,3.8282756141169156,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-27,14.837385338930348,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-27,9.837443641169154,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-28,15.602101795708956,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-28,5.742692786069652,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-29,14.17372609608209,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-29,1.8563238495024876,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-30,16.862950870646767,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-30,8.340669698383085,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
